1,27.62
2,31.43
3,29.52
4,35.24
5,29.52
6,40.95
7,35.24
8,31.43
9,31.43
10,42.86
11,35.24
12,33.33
13,30.48
14,36.19
15,35.24
16,39.05
17,38.1
18,48.57
19,46.67
20,52.38
21,48.57
22,50.48
23,58.1
24,57.14
25,55.24
26,53.33
27,59.05
28,55.24
29,60.0
30,67.62
31,73.33
32,75.24
33,76.19
34,66.67
35,68.57
36,72.38
37,59.05
38,68.57
39,69.52
40,66.67
41,86.67
42,62.86
43,78.1
44,72.38
45,89.52
46,72.38
47,95.24
48,72.38
49,82.86
50,69.52
51,94.29
52,66.67
53,66.67
54,85.71
55,76.19
56,80.95
57,78.1
58,87.62
59,76.19
60,87.62
61,77.14
62,82.86
63,73.33
64,95.24
65,83.81
66,84.76
67,82.86
68,79.05
69,73.33
70,88.57
71,90.48
72,79.05
73,73.33
74,88.57
75,92.38
76,74.29
77,88.57
78,80.95
79,91.43
80,90.48
81,79.05
82,89.52
83,84.76
84,80.95
85,88.57
86,78.1
87,94.29
88,96.19
89,88.57
90,77.14
91,84.76
92,96.19
93,92.38
94,76.19
95,82.86
96,90.48
97,92.38
98,81.9
99,90.48
100,91.43
101,95.24
102,96.19
103,88.57
104,81.9
105,86.67
106,78.1
107,73.33
108,94.29
109,82.86
110,81.9
111,95.24
112,80.0
113,80.0
114,90.48
115,96.19
116,84.76
117,86.67
118,89.52
119,96.19
120,95.24
121,83.81
122,87.62
123,87.62
124,86.67
125,78.1
126,94.29
127,96.19
128,96.19
129,89.52
130,82.86
131,82.86
132,89.52
133,79.05
134,81.9
135,95.24
136,97.14
137,96.19
138,81.9
139,85.71
140,91.43
141,96.19
142,93.33
143,81.9
144,86.67
145,89.52
146,96.19
147,96.19
148,96.19
149,90.48
150,81.9
151,85.71
152,85.71
153,86.67
154,88.57
155,90.48
156,88.57
157,95.24
158,96.19
159,92.38
160,86.67
161,80.95
162,87.62
163,97.14
164,95.24
165,96.19
166,96.19
167,92.38
168,84.76
169,87.62
170,87.62
171,89.52
172,90.48
173,97.14
174,95.24
175,96.19
176,96.19
177,96.19
178,96.19
179,96.19
180,94.29
181,92.38
182,83.81
183,86.67
184,87.62
185,93.33
186,98.1
187,96.19
188,96.19
189,96.19
190,80.95
191,84.76
192,96.19
193,92.38
194,92.38
195,96.19
196,87.62
197,85.71
198,89.52
199,96.19
200,96.19
201,92.38
202,82.86
203,88.57
204,94.29
205,96.19
206,96.19
207,96.19
208,96.19
209,96.19
210,96.19
211,96.19
212,96.19
213,97.14
214,90.48
215,85.71
216,89.52
217,87.62
218,95.24
219,96.19
220,87.62
221,80.95
222,85.71
223,88.57
224,86.67
225,95.24
226,96.19
227,96.19
228,96.19
229,96.19
230,96.19
231,94.29
232,94.29
233,87.62
234,85.71
235,92.38
236,91.43
237,96.19
238,96.19
239,96.19
240,96.19
241,90.48
242,85.71
243,90.48
244,84.76
245,85.71
246,91.43
247,96.19
248,96.19
249,96.19
250,96.19
251,96.19
252,96.19
253,88.57
254,86.67
255,90.48
256,96.19
257,96.19
258,96.19
259,96.19
260,96.19
261,96.19
262,96.19
263,96.19
264,96.19
265,88.57
266,85.71
267,85.71
268,89.52
269,96.19
270,96.19
271,96.19
272,96.19
273,84.76
274,84.76
275,81.9
276,90.48
277,92.38
278,96.19
279,92.38
280,89.52
281,88.57
282,90.48
283,89.52
284,86.67
285,92.38
286,96.19
287,96.19
288,96.19
289,96.19
290,96.19
291,96.19
292,90.48
293,90.48
294,91.43
295,85.71
296,82.86
297,89.52
298,94.29
299,88.57
300,88.57
